Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Electric work,Ground Floor To Roof Top,Cable waring,1X1.5 RE1W (Cable waring),Green,,coil,"1,550.00",0,
,Electric work,Ground Floor To Roof Top,Cable waring,1X1.0 RE1W (Cable waring),Green,21,coil,"1,100.00","23,100.00",
,Electric work,Ground Floor To Roof Top,Cable waring,1X2.5 RM7W (Cable waring),Red,29,coil,"2,650.00","76,850.00",
,Electric work,Ground Floor To Roof Top,Cable waring,1X2.5 RM7W (Cable waring),Black,29,coil,"2,650.00","76,850.00",
,Electric work,Ground Floor To Roof Top,Cable waring,1x4.0 RM7W (Cable waring),Red,17,coil,"4,050.00","68,850.00",
,Electric work,Ground Floor To Roof Top,Cable waring,1x4.0 RM7W (Cable waring),Black,17,coil,"4,050.00","68,850.00",
,Electric work,Ground Floor To Roof Top,Cable waring,1x10.0 RM7W (Cable waring),Red,4,coil,"10,000.00","40,000.00",
,Electric work,Ground Floor To Roof Top,Cable waring,1x 10.0 RM7W (Cable waring),Black,4,coil,"10,000.00","40,000.00",
,Electric work,Ground Floor To Roof Top,Cable waring,23/76 Flexiable Cable (Cable waring),White,100,Feet,40,"4,000.00",
,Electric work,Ground Floor To Roof Top,Cable waring,25 RM Cable (Cable waring),,80,Metre,230,"18,400.00",
,Electric work,Ground Floor To Roof Top,Cable waring,35 RM Cable (Cable waring),,,Metre,320,0,
,Electric work,Ground Floor To Roof Top,Cable waring,RG6 (Cable waring),Diss,13,coil,"3,700.00","48,100.00",
,Electric work,Ground Floor To Roof Top,Cable waring,CAT6 (300 Metre) (Cable waring),Inter Net,2,coil,"9,600.00","19,200.00",
,Electric work,Ground Floor To Roof Top,Cable waring,TC FourPair (Cable waring),Telephone,13,coil,"3,450.00","44,850.00",
,Electric work,Ground Floor To Roof Top,Cable waring,Tisa Tape (Cable waring),,60,pcs,20,"1,200.00",
,Electric work,Ground Floor To Roof Top,Floor Pipe Waring,0.5" Pipe (Floor Pipe Waring),,"2,200.00",rft,2.5,"5,500.00",
,Electric work,Ground Floor To Roof Top,Floor Pipe Waring,0.5" Socket (Floor Pipe Waring),,320,pcs,2,640,
,Electric work,Ground Floor To Roof Top,Floor Pipe Waring,0.5" Bend (Floor Pipe Waring),,320,pcs,2,640,
,Electric work,Ground Floor To Roof Top,Floor Pipe Waring,.05" Flexible pipe (Floor Pipe Waring),,200,rft,10,"2,000.00",
,Electric work,Ground Floor To Roof Top,Floor Pipe Waring,.75" Flexible Pipe (Floor Pipe Waring),,200,rft,12,"2,400.00",
,Electric work,Ground Floor To Roof Top,Floor Pipe Waring,1.5" Flexible Pipe (Floor Pipe Waring),,200,rft,15,"3,000.00",
,Electric work,Ground Floor To Roof Top,Floor Pipe Waring,GI Wire (16 No.) (Floor Pipe Waring),,10,kg,100,"1,000.00",
,Electric work,Ground Floor To Roof Top,Floor Pipe Waring,Tisa Tape (Floor Pipe Waring),,36,pcs,20,720,
,Electric work,Ground Floor To Roof Top,Finishing Work,1 Gang Switch (Finishing Work),,62,pcs,120,"7,440.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,2 Gang Switch (Finishing Work),,50,pcs,180,"9,000.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,3 Gang Switch (Finishing Work),,142,pcs,240,"34,080.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,4 Gang Switch (Finishing Work),,48,pcs,280,"13,440.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,2Pin (10 Amp) (Finishing Work),,196,pcs,235,"46,060.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,3Pin (13 Amp) (Finishing Work),,128,pcs,300,"38,400.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,3Pin (15 Amp) (Finishing Work),,74,pcs,300,"22,200.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,False Cover (Finishing Work),,20,pcs,35,700,
,Electric work,Ground Floor To Roof Top,Finishing Work,Dish Socket (Finishing Work),,26,pcs,190,"4,940.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,Telephone Socket (Finishing Work),,28,pcs,210,"5,880.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,Internet Socket (Finishing Work),,26,pcs,295,"7,670.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,D.P Switch (Finishing Work),,26,pcs,700,"18,200.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,Bell Push (Finishing Work),,9,pcs,150,"1,350.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,Fan Dimmer (Finishing Work),,95,pcs,220,"20,900.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,Ceiling Rose (Finishing Work),,72,pcs,60,"4,320.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,10  Amp C. B. (S P) (Finishing Work),,86,pcs,280,"24,080.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,16  Amp C. B. (S P) (Finishing Work),,102,pcs,280,"28,560.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,20  Amp C. B. (S P) (Finishing Work),,122,pcs,280,"34,160.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,63  Amp C. B. (D P) (Finishing Work),,2,pcs,"1,850.00","3,700.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,63  Amp C. B. (T P) (Finishing Work),,20,pcs,"1,850.00","37,000.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,100 Amp C. B. (MCCB) (Finishing Work),,1,pcs,"5,800.00","5,800.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,Abonite (7" Round) (Finishing Work),,95,pcs,35,"3,325.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,Abonite (5"X7") (Finishing Work),,8,pcs,30,240,
,Electric work,Ground Floor To Roof Top,Finishing Work,Abonite (8"X16") (Finishing Work),,8,pcs,60,480,
,Electric work,Ground Floor To Roof Top,Finishing Work,Abonite (8"X14") (Finishing Work),,8,pcs,60,480,
,Electric work,Ground Floor To Roof Top,Finishing Work,Abonite (8"X12") (Finishing Work),,8,pcs,50,400,
,Electric work,Ground Floor To Roof Top,Finishing Work,Star Screw (Finishing Work),,750,pcs,1,750,
,Electric work,Ground Floor To Roof Top,Finishing Work,MK Screw (Finishing Work),,750,pcs,1,750,
,Electric work,Ground Floor To Roof Top,Finishing Work,Coin Washer (Finishing Work),,360,pcs,1,360,
,Electric work,Ground Floor To Roof Top,Finishing Work,Royal Plag (10 No.) Big Size (Finishing Work),,10,Packet,25,250,
,Electric work,Ground Floor To Roof Top,Finishing Work,10 No. Royel Bollt (Finishing Work),,26,pcs,30,780,
,Electric work,Ground Floor To Roof Top,Finishing Work,Machine Screw (Finishing Work),,350,pcs,1,350,
,Electric work,Ground Floor To Roof Top,Finishing Work,10 RM Cable Lux (Finishing Work),,250,pcs,10,"2,500.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,25 RM Cable Lux (Finishing Work),,20,pcs,20,400,
,Electric work,Ground Floor To Roof Top,Finishing Work,35 RM Cable Lux (Finishing Work),,,pcs,25,0,
,Electric work,Ground Floor To Roof Top,Finishing Work,200 MM Cable Tie (Finishing Work),,10,Packet,100,"1,000.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,Exhuast Fan (10" Square) (Finishing Work),,52,pcs,800,"41,600.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,Exhuast Fan (6" Round) (Finishing Work),,52,pcs,600,"31,200.00",
,Electric work,Ground Floor To Roof Top,Finishing Work,Tisa Tepe (Finishing Work),,66,pcs,20,"1,320.00",
,Electric work,Ground Floor To Roof Top,Labour Cost,After Slab Casting (Labour Cost),,"20,824.86",Sft,15,"312,372.90",25%
,Electric work,Ground Floor To Roof Top,Labour Cost,After Group Cutting (Labour Cost),,"20,824.86",Sft,15,"312,372.90",25%
,Electric work,Ground Floor To Roof Top,Labour Cost,After Cable Wiring (Labour Cost),,"20,824.86",Sft,15,"312,372.90",20%
,Electric work,Ground Floor To Roof Top,Labour Cost,After Fixing of FinishingMaterial (Labour Cost),,"20,824.86",Sft,15,"312,372.90",20%
,Electric work,Ground Floor To Roof Top,Labour Cost,Security Money (Labour Cost),,"20,824.86",Sft,15,"312,372.90",10%
,Thai & Glass Works,Ground Floor,,100mm Section Thai with 5mm Glass & net,,207.04,SFT,325,"67,288.00",
,Thai & Glass Works,Ground Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,5,SFT,530,"2,650.00",
,Thai & Glass Works,Ground Floor,,10mm Temperd Glass with Frame,,120,SFT,520,"62,400.00",
,Thai & Glass Works,1st Floor,,100mm Section Thai with 5mm Glass & net,,616.08,SFT,325,"200,226.00",
,Thai & Glass Works,1st Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,25,SFT,530,"13,250.00",
,Thai & Glass Works,2nd Floor,,100mm Section Thai with 5mm Glass & net,,625.93,SFT,325,"203,427.25",
,Thai & Glass Works,2nd Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,25,SFT,530,"13,250.00",
,Thai & Glass Works,3rd Floor,,100mm Section Thai with 5mm Glass & net,,616.08,SFT,325,"200,226.00",
,Thai & Glass Works,3rd Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,25,SFT,530,"13,250.00",
,Thai & Glass Works,4th Floor,,100mm Section Thai with 5mm Glass & net,,625.93,SFT,325,"203,427.25",
,Thai & Glass Works,4th Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,25,SFT,530,"13,250.00",
,Thai & Glass Works,5th Floor,,100mm Section Thai with 5mm Glass & net,,616.08,SFT,325,"200,226.00",
,Thai & Glass Works,5th Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,25,SFT,530,"13,250.00",
,Thai & Glass Works,6th Floor,,100mm Section Thai with 5mm Glass & net,,625.93,SFT,325,"203,427.25",
,Thai & Glass Works,6th Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,25,SFT,530,"13,250.00",
,Thai & Glass Works,7th Floor,,100mm Section Thai with 5mm Glass & net,,616.08,SFT,325,"200,226.00",
,Thai & Glass Works,7th Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,25,SFT,530,"13,250.00",
,Thai & Glass Works,8th Floor,,100mm Section Thai with 5mm Glass & net,,625.93,SFT,325,"203,427.25",
,Thai & Glass Works,8th Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,25,SFT,530,"13,250.00",
,Thai & Glass Works,Roof Top & Stair,,100mm Section Thai with 5mm Glass & net,,40,SFT,325,"13,000.00",
,Thai & Glass Works,Roof Top & Stair,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,751.74,SFT,530,"398,422.20",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" PPR Pipe (Pipe Wiring (Internal)),,,Feet,15,0,
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" PPR Female Elbow (Pipe Wiring (Internal)),,,Pcs,80,0,
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" PPR Plain Socket (Pipe Wiring (Internal)),,,Pcs,9,0,
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" PPR Male Union (Pipe Wiring (Internal)),,,Pcs,160,0,
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" PPR Female Socket (Pipe Wiring (Internal)),,,Pcs,80,0,
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" PPR Male Socket (Pipe Wiring (Internal)),,,Pcs,80,0,
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" PPR Bone Plug (Pipe Wiring (Internal)),,,Pcs,9,0,
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" Consil Stop Cock (Pipe Wiring (Internal)),,,Pcs,800,0,
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.75" PPR Pipe (Pipe Wiring (Internal)),,"3,000.00",Feet,25,"75,000.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.75" PPr Plain Tee (Pipe Wiring (Internal)),,320,Pcs,15,"4,800.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.75" PPR Plain Elbow (Pipe Wiring (Internal)),,720,Pcs,14,"10,080.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.75" PPR Socket (Pipe Wiring (Internal)),,50,Pcs,11,550,
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.75" PPR Cap (Pipe Wiring (Internal)),,10,Pcs,13,130,
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.75" PPR Bone Plug (Pipe Wiring (Internal)),,420,Pcs,9,"3,780.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.75" PPR Ball Valbe (Pipe Wiring (Internal)),,45,Pcs,250,"11,250.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" x .75" PPR Female Tee (Pipe Wiring (Internal)),,260,Pcs,155,"40,300.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" x .75" PPR Female Elbow (Pipe Wiring (Internal)),,420,Pcs,95,"39,900.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" x .75" PPR Female Socket (Pipe Wiring (Internal)),,20,Pcs,110,"2,200.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" x .75" PPR Male Socket (Pipe Wiring (Internal)),,200,Pcs,110,"22,000.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" Shower Mixture (Pipe Wiring (Internal)),,33,Pcs,"3,500.00","115,500.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),.5" Consil Stop Cock (Pipe Wiring (Internal)),,9,Pcs,850,"7,650.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),Ceramic Pan (Pipe Wiring (Internal)),,9,Pcs,"1,200.00","10,800.00",
,Sanitary Works,Ground Floor,Pipe Wiring (Internal),Thread Tape (Pipe Wiring (Internal)),,100,Pcs,15,"1,500.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1" PPR Pipe (Vertical Pipe Wiring (All Floor)),,350,Feet,36,"12,600.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1" PPR Elbow (Vertical Pipe Wiring (All Floor)),,12,Pcs,20,240,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1" PPR Cap (Vertical Pipe Wiring (All Floor)),,10,Pcs,18,180,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1" Clump (Vertical Pipe Wiring (All Floor)),,50,Pcs,15,750,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1" PPR Male Socket (Vertical Pipe Wiring (All Floor)),,8,Pcs,180,"1,440.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1" PPR Plen Socket (Vertical Pipe Wiring (All Floor)),,24,Pcs,16,384,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5" PPR Pipe (Vertical Pipe Wiring (All Floor)),,620,Feet,75,"46,500.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5" PPR Elbow (Vertical Pipe Wiring (All Floor)),,46,Pcs,20,920,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5" PPR Plen Socket (Vertical Pipe Wiring (All Floor)),,18,Pcs,37,666,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5" Clump (Vertical Pipe Wiring (All Floor)),,120,Pcs,15,"1,800.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5" PPR Ball valve (Vertical Pipe Wiring (All Floor)),,6,Pcs,530,"3,180.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5"x.75" PPR Tee (Vertical Pipe Wiring (All Floor)),,60,Pcs,65,"3,900.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5"x.75" PPR R Socket (Vertical Pipe Wiring (All Floor)),,6,Pcs,38,228,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5"x.75" PPR Elbow (Vertical Pipe Wiring (All Floor)),,8,Pcs,115,920,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5"x1" PPR R Socket (Vertical Pipe Wiring (All Floor)),,8,Pcs,48,384,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2" PPR Pipe (Vertical Pipe Wiring (All Floor)),,200,Feet,115,"23,000.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2" PPR Elbow (Vertical Pipe Wiring (All Floor)),,8,Pcs,120,960,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2" PPR Socket (Vertical Pipe Wiring (All Floor)),,10,Pcs,52,520,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2" PPR Ball Valve (Vertical Pipe Wiring (All Floor)),,2,Pcs,"1,070.00","2,140.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2" PPR Male Socket (Vertical Pipe Wiring (All Floor)),,4,Pcs,590,"2,360.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2"x1.5 PPR Elbow (Vertical Pipe Wiring (All Floor)),,2,Pcs,225,450,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2"x1.5 PPR Tee (Vertical Pipe Wiring (All Floor)),,6,Pcs,120,720,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),24" Ring Caver (Vertical Pipe Wiring (All Floor)),,6,Pcs,"1,800.00","10,800.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),12" Ring Caver (Vertical Pipe Wiring (All Floor)),,20,Pcs,"1,400.00","28,000.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),6" Upvc Pipe B Class (Vertical Pipe Wiring (All Floor)),,400,Feet,180,"72,000.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4" Upvc Pipe B Class (Vertical Pipe Wiring (All Floor)),,"2,000.00",Feet,90,"180,000.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4" Upvc Offset (Vertical Pipe Wiring (All Floor)),,42,Pcs,170,"7,140.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4" Upvc Back Door Tee (Vertical Pipe Wiring (All Floor)),,112,Pcs,170,"19,040.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4" Upvc Plain Tee (Vertical Pipe Wiring (All Floor)),,36,Pcs,140,"5,040.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4" Upvc Side Door Band (Vertical Pipe Wiring (All Floor)),,170,Pcs,130,"22,100.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4" Upvc Plain Band (Vertical Pipe Wiring (All Floor)),,170,Pcs,90,"15,300.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4" Upvc Long Trup (Vertical Pipe Wiring (All Floor)),,100,Pcs,230,"23,000.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4" Upvc Cowel (Vertical Pipe Wiring (All Floor)),,18,Pcs,35,630,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4" Upvc Socket (Vertical Pipe Wiring (All Floor)),,6,Pcs,70,420,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4" GI Clump (Vertical Pipe Wiring (All Floor)),,220,Pcs,30,"6,600.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),4"x2" Upvc Y Tee (Vertical Pipe Wiring (All Floor)),,54,Pcs,160,"8,640.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2" Upvc Pipe B Class (Vertical Pipe Wiring (All Floor)),,620,Feet,50,"31,000.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2" Upvc Plain Band (Vertical Pipe Wiring (All Floor)),,18,Pcs,55,990,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2" Upvc Socket (Vertical Pipe Wiring (All Floor)),,6,Pcs,50,300,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2" Upvc Y Tee (Vertical Pipe Wiring (All Floor)),,54,Pcs,48,"2,592.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),2" Upvc Cowel (Vertical Pipe Wiring (All Floor)),,8,Pcs,25,200,
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5" Upvc Pipe B Class (Vertical Pipe Wiring (All Floor)),,"2,300.00",Feet,15,"34,500.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5" Upvc Y Tee (Vertical Pipe Wiring (All Floor)),,50,Pcs,50,"2,500.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5" Upvc Plain Band (Vertical Pipe Wiring (All Floor)),,122,Pcs,20,"2,440.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5"x1.5" Upvc Tee (Vertical Pipe Wiring (All Floor)),,96,Pcs,50,"4,800.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),1.5" GI Clump (Vertical Pipe Wiring (All Floor)),,190,Pcs,10,"1,900.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),Star Screw (Vertical Pipe Wiring (All Floor)),,"1,500.00",Pcs,1,"1,500.00",
,Sanitary Works,Ground Floor,Vertical Pipe Wiring (All Floor),10 No Royel Plug (Vertical Pipe Wiring (All Floor)),,20,Packet,35,700,
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),.5" GI Pipe (Gas Pipe Wiring (All Floor)),,"1,000.00",Feet,45,"45,000.00",
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),.5" GI Elbow (Gas Pipe Wiring (All Floor)),,100,Pcs,20,"2,000.00",
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),.5" GI Plug (Gas Pipe Wiring (All Floor)),,20,Pcs,15,300,
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),.5" GI Socket (Gas Pipe Wiring (All Floor)),,40,Pcs,15,600,
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),.5" GI Tee (Gas Pipe Wiring (All Floor)),,14,Pcs,20,280,
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),.5" GI Nipple (Gas Pipe Wiring (All Floor)),,14,Pcs,20,280,
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),.5" GI Short Pics 5" Long (Gas Pipe Wiring (All Floor)),,18,Pcs,35,630,
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),.5" X .75" GI Elbow (Gas Pipe Wiring (All Floor)),,15,Pcs,28,420,
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),.75 GI Gas Cock (Gas Pipe Wiring (All Floor)),,9,Pcs,450,"4,050.00",
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),.75" GI Bone Plug (Gas Pipe Wiring (All Floor)),,15,Pcs,15,225,
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),1" Coil Pipe (Gas Pipe Wiring (All Floor)),,120,Feet,16,"1,920.00",
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),1" GI Nipple (Gas Pipe Wiring (All Floor)),,28,Pcs,80,"2,240.00",
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),s (Gas Pipe Wiring (All Floor)),,28,Pcs,80,"2,240.00",
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),1" GI Short Pics 5" Long (Gas Pipe Wiring (All Floor)),,14,Pcs,45,630,
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),1" GI Ball Valve (Gas Pipe Wiring (All Floor)),,12,Pcs,"1,150.00","13,800.00",
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),1.25" GI Ball Cock (Gas Pipe Wiring (All Floor)),,1,Pcs,"1,800.00","1,800.00",
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),1.25" Nonneuter Valve (Gas Pipe Wiring (All Floor)),,4,Pcs,"1,800.00","7,200.00",
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),1.5" GI Short Pics 5" Long (Gas Pipe Wiring (All Floor)),,8,Pcs,65,520,
,Sanitary Works,Ground Floor,Gas Pipe Wiring (All Floor),Thread Tape (Gas Pipe Wiring (All Floor)),,45,Pcs,15,675,
,Sanitary Works,Ground Floor,Finishing Metarial,Commode 1 (Master Bath),,,Pcs,"12,000.00",0,
,Sanitary Works,Ground Floor,Finishing Metarial,Commode 2 (Others),,,Pcs,"6,000.00",0,
,Sanitary Works,Ground Floor,Finishing Metarial,Basin1 (Master Bath),,,Pcs,"2,800.00",0,
,Sanitary Works,Ground Floor,Finishing Metarial,Basin2 (Others),,,Pcs,"2,000.00",0,
,Sanitary Works,Ground Floor,Finishing Metarial,Basin Mixture,,,Pcs,"3,500.00",0,
,Sanitary Works,Ground Floor,Finishing Metarial,Basin Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,Ground Floor,Finishing Metarial,Bathtub Mixture,,,Pcs,"4,500.00",0,
,Sanitary Works,Ground Floor,Finishing Metarial,Sink,,1,Pcs,"3,000.00","3,000.00",
,Sanitary Works,Ground Floor,Finishing Metarial,Sink Mixture,,,Pcs,"3,500.00",0,
,Sanitary Works,Ground Floor,Finishing Metarial,Sink Pillar Cock,,1,Pcs,"1,000.00","1,000.00",
,Sanitary Works,Ground Floor,Finishing Metarial,Sink waste,,1,Pcs,250,250,
,Sanitary Works,Ground Floor,Finishing Metarial,Basin waste,,,Pcs,250,0,
,Sanitary Works,Ground Floor,Finishing Metarial,Sink Magic Pipe,,1,Pcs,100,100,
,Sanitary Works,Ground Floor,Finishing Metarial,Basin Magic Pipe,,,Pcs,100,0,
,Sanitary Works,Ground Floor,Finishing Metarial,Bib Cock,,10,Pcs,750,"7,500.00",
,Sanitary Works,Ground Floor,Finishing Metarial,Angle Stop Cork,,2,Pcs,550,"1,100.00",
,Sanitary Works,Ground Floor,Finishing Metarial,Connection Pipe,,2,Pcs,50,100,
,Sanitary Works,Ground Floor,Finishing Metarial,Glass self,,1,Pcs,550,550,
,Sanitary Works,Ground Floor,Finishing Metarial,Mirror,,1,Pcs,800,800,
,Sanitary Works,Ground Floor,Finishing Metarial,Towel rail1 (Master Bath),,,Pcs,600,0,
,Sanitary Works,Ground Floor,Finishing Metarial,Towel rail2 (Others),,1,Pcs,500,500,
,Sanitary Works,Ground Floor,Finishing Metarial,Ring Towel rail,,,Pcs,300,0,
,Sanitary Works,Ground Floor,Finishing Metarial,Soap Case1 (Master Bath),,,Pcs,650,0,
,Sanitary Works,Ground Floor,Finishing Metarial,Soap Case2 (Others),,1,Pcs,500,500,
,Sanitary Works,Ground Floor,Finishing Metarial,Push Shower1 (Master Bath),,,Pcs,350,0,
,Sanitary Works,Ground Floor,Finishing Metarial,Push Shower2 (Others),,,Pcs,250,0,
,Sanitary Works,Ground Floor,Finishing Metarial,Paper Holder1 (Master Bath),,,Pcs,250,0,
,Sanitary Works,Ground Floor,Finishing Metarial,Paper Holder2 (Others),,1,Pcs,180,180,
,Sanitary Works,Ground Floor,Finishing Metarial,Moving Shower1 (Master Bath),,,Pcs,"1,000.00",0,
,Sanitary Works,Ground Floor,Finishing Metarial,Moving Shower2 (Others),,1,Pcs,700,700,
,Sanitary Works,Ground Floor,Finishing Metarial,5" Net,,10,Pcs,450,"4,500.00",
